City,Year,Shell,Volume,Mileage,Transmission,Rudder,Gear,CustomsCleared,Type Engine,Company,Model,Price
Кульсары,2015,внедорожник,1.7,50000,механика,слева,полный привод,Да,бензин,ВАЗ (Lada),2131 (5-ти дверный),3200000
Шымкент,2019,седан,2.4,20000,автомат,слева,передний привод,Да,бензин,Hyundai,Sonata,9500000
Актау,2001,седан,2.7,176000,автомат,слева,передний привод,Да,газ-бензин,Chrysler,300M,2100000
Кызылорда,2018,кроссовер,1.5,70000,механика,слева,передний привод,Да,бензин,JAC,S3,3950000
Караганда,2018,кроссовер,2.0,56000,автомат,слева,полный привод,Да,бензин,Hyundai,Tucson,9700000
Уральск,2007,фургон,2.3,305000,механика,слева,передний привод,Да,дизель,Fiat,Ducato,5800000
Шымкент,2003,кроссовер,3.3,228524,автомат,слева,полный привод,Да,бензин,Lexus,RX 330,6399999
Шымкент,1992,универсал,3.0,580000,механика,слева,передний привод,Да,газ-бензин,Toyota,Camry,2700000
Алматы,2007,кроссовер,3.5,160934,автомат,слева,полный привод,Да,бензин,Infiniti,FX35,6600000
Нур-Султан (Астана),2007,минивэн,2.4,142200,автомат,справа,передний привод,Нет,бензин,Toyota,Estima,3400000
Кокшетау,1991,седан,1.8,500000,механика,слева,задний привод,Да,бензин,Mercedes-Benz,190,970000
Аксай,2014,хэтчбек,1.6,205000,автомат,слева,передний привод,Да,бензин,Hyundai,Accent,3800000
Алматы,2010,универсал,2.5,164000,вариатор,слева,полный привод,Да,бензин,Subaru,Outback,6100000
Риддер,2012,седан,1.6,93000,автомат,слева,передний привод,Да,бензин,Kia,Cerato,4200000
Атырау,2018,купе,1.7,39000,механика,слева,полный привод,Да,бензин,ВАЗ (Lada),2121 Нива,3600000
Актобе,2017,седан,2.0,81000,автомат,слева,передний привод,Да,бензин,Toyota,Camry,10500000
Костанай,2008,хэтчбек,1.2,209000,робот,слева,передний привод,Да,бензин,Opel,Corsa,2600000
Нур-Султан (Астана),2012,кроссовер,5.5,57000,автомат,слева,полный привод,Да,бензин,Mercedes-Benz,ML 63 AMG,19500000
Атырау,2000,хэтчбек,2.0,60000,автомат,слева,передний привод,Да,бензин,Volkswagen,Golf,2300000
Нур-Султан (Астана),2012,кроссовер,2.4,137000,автомат,слева,полный привод,Да,бензин,Honda,CR-V,7790000
Актобе,2012,седан,1.6,777,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2190 (седан),1380000
Караганда,2015,хэтчбек,1.6,41000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2114 (хэтчбек),2700000
Нур-Султан (Астана),2007,минивэн,2.4,114000,автомат,справа,полный привод,Нет,бензин,Toyota,Estima,3400000
Нур-Султан (Астана),2014,внедорожник,2.7,98000,механика,слева,полный привод,Нет,бензин,УАЗ,Patriot,3400000
Алматы,2006,седан,2.7,210000,автомат,слева,передний привод,Да,газ,Hyundai,Grandeur,3550000
Нур-Султан (Астана),2019,внедорожник,4.6,30000,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser,38600000
Нур-Султан (Астана),1994,внедорожник,3.2,240000,автомат,слева,полный привод,Да,бензин,Mercedes-Benz,G 320,6000000
Уральск,2014,седан,2.5,180000,автомат,слева,передний привод,Да,бензин,Toyota,Camry,7500000
Алматы,2014,седан,2.0,130000,типтроник,слева,полный привод,Да,бензин,BMW,528,9500000
Жезказган,1989,седан,2.0,300000,механика,слева,задний привод,Да,бензин,Mercedes-Benz,190,1000000
Шымкент,2012,хэтчбек,1.5,185,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),1350000
Алматы,2012,седан,3.5,90000,автомат,слева,задний привод,Да,бензин,Mercedes-Benz, 2012,13300000
Талгар,2019,седан,1.6,24000,автомат,слева,передний привод,Да,бензин,Hyundai,Elantra,7400000
Алматы,2017,кроссовер,3.0,53000,автомат,слева,полный привод,Да,бензин,BMW,X6,23000000
Алматы,2019,кроссовер,1.6,15000,автомат,слева,передний привод,Да,бензин,Hyundai,Creta,7600000
Актобе,2007,внедорожник,2.7,218000,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser Prado,5100000
Алматы,1995,седан,2.5,333333,автомат,справа,передний привод,Да,бензин,Nissan,Cefiro,2000000
Кызылорда,2008,седан,1.6,167000,механика,слева,полный привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),740000
Кульсары,2009,хэтчбек,1.6,162000,механика,слева,передний привод,Нет,бензин,ВАЗ (Lada),2114 (хэтчбек),870000
Алматы,2001,седан,1.9,228000,механика,слева,передний привод,Да,дизель,Volkswagen,Passat,2120000
Шымкент,1993,минивэн,2.0,276973,механика,слева,передний привод,Да,бензин,Mitsubishi,Space Wagon,1800000
Кентау,2013,седан,1.6,207500,автомат,слева,передний привод,Да,бензин,Hyundai,Elantra,5100000
Тараз,1995,седан,3.2,1000000,механика,слева,задний привод,Да,бензин,BMW,M3,2500000
Тараз,2013,хэтчбек,1.6,280000,механика,слева,передний привод,Да,бензин,ВАЗ (Lada),2114 (хэтчбек),1780000
Усть-Каменогорск,2006,седан,3.5,140000,автомат,справа,задний привод,Нет,бензин,Toyota,Crown,2900000
Караганда,2011,кроссовер,2.0,92000,автомат,слева,передний привод,Да,бензин,Kia,Sportage,6400000
Нур-Султан (Астана),2013,внедорожник,4.0,160000,автомат,слева,полный привод,Да,бензин,Toyota,Land Cruiser Prado,15700000
Нур-Султан (Астана),2007,седан,2.4,363000,автомат,слева,передний привод,Да,газ-бензин,Toyota,Camry,4600000
Алматы,2017,кроссовер,2.0,51000,автомат,слева,полный привод,Да,бензин,Toyota,RAV 4,11750000
Нур-Султан (Астана),2013,кроссовер,2.0,120000,автомат,слева,полный привод,Да,газ-бензин,Hyundai,Tucson,6199999
